File,Size,Path,Technical_v1,Baseline_v2,CoT_v3,Action_v4,Intent_v5,Referenced_v6,Selected version,Comments
00c580e486e673a98c3493e599909876c175e676.xlsx,49,path_1,Can you help me highlight all the 'N' values in the table so I can see them easily? Highlight cells with 'N' in columns F to O using conditional formatting.,"Please apply conditional formatting to highlight cells with 'N' in columns F to O for rows 9 to 138, and row 16.",Highlight cells with the value 'N'.,Highlight cells with 'N' in the action columns to identify unmet actions.,Can you help me highlight all the cells with 'N' in the specified columns so they stand out?,Can you highlight the cells that have 'N' in this range?,,
00dcad6c4b2fcb8b87302d2d12d48ea606f8cf89.xlsx,47,path_0,Can you show me the total potential business value for each executive contact? The total potential business value is calculated by summing the current annual value and the annual value of upselling/cross-selling opportunities for each executive contact across ranges M10:M21.,Add a new column to the 'Account Map Template' sheet to calculate the total value of potential annual business for each executive contact by summing the current annual value and the annual value of upselling/cross-selling opportunities.,Add and calculate the 'Total Value of Potential Annual Business' column in Sheet 1.,Add a column to show total potential annual business by summing current and potential values for each contact.,Can you show me the total potential business value for each account by adding current and future business?,Can you add a new column to show the total potential annual business value for each contact based on the selected range?,,
00dcad6c4b2fcb8b87302d2d12d48ea606f8cf89.xlsx,47,path_1,Can you show me how the executives from the account map are aligned with their team roles? The executive contacts from the 'Account Map Template' sheet are linked to the 'Team Alignments Template' sheet using direct cell references across the range B9:B20.,"Can you update the 'Team Alignments Template' sheet to include the 'Executive Contact at Customer Account' column from the 'Account Map Template' sheet, and align the team members with their respective executive contacts?",Add and populate the 'Executive Contact at Customer Account' column in Sheet 2.,Align team members with executive contacts by adding and populating a new column in the team alignments sheet.,Can you help me connect the executive contacts from the account map to their team roles and responsibilities?,Can you help me match the executive contacts from the customer account with our team members in this column?,,
0108888522cf29c1c557b63d0980cb8697a8974a.xlsx,16,path_0,Can you help me highlight the products with zero quantity in the shipment? Apply conditional formatting to the range D20:J59 to highlight cells where the value is equal to zero.,Please apply conditional formatting to the range D20:J59 in the table so that cells with a value of 0 are highlighted.,Highlight cells with a value of 0 in the range D20:J59.,Highlight cells with zero quantities in the shipment data.,Can you highlight the products with zero quantity in the shipment data?,Can you highlight all the cells that have a value of zero in this selected range?,,
011e1eb33b56995719a8d841b87aa71d7c3fd45c.xlsx,9,path_0,"Can you help me create a new list that only shows the text items from the original list? The new list in column B (List 2) is created using the formula `=IFERROR(INDEX($A$2:$A$7,SMALL(IF(ISTEXT($A$2:$A$7),ROW($A$1:$A$6)), ROW(A1))),'')` applied over the range B2:B7. This formula extracts text values from the range A2:A7 and ignores non-text values.",Add a new column 'List 2' that replicates the text values from 'List 1' and shifts the non-text values down.,Create a new column 'List 2' with text values from 'List 1'.,Create a new column 'List 2' that mirrors 'List 1' but excludes zero values.,Can you help me create a new list that only shows the text items from the original list?,Can you make a new column next to this one that only shows the text items from the selected range?,,
013306dcf2e242e1ed8bed8b17a54b9460c4f5bb.xlsx,11,path_0,"Can you help me update the project details and calculate the total hours needed for each task? The total direct labour hours for each task are calculated by multiplying the key quantity by the hours per key quantity. For example, the total hours for piping are calculated as `=I17*J17`.","Can you update the Raw Table to include additional columns for 'Total Direct Labour Hours', 'Date', 'Rev', 'Pricing Basis', and 'Estimate Type', and ensure the 'Total Direct Labour Hours' column is calculated by multiplying 'Key Qty' and 'Hours / Key Qty' for each row?","Update headers and column names, calculate total direct labour hours, and update piping length unit.","Update project details, add a column for total direct labor hours, and calculate the total direct labor hours for each category.","Can you help me add more details, calculate total hours, and correct some data in my worksheet?",Can you help me add some new headers and calculate the total direct labour hours for piping based on the selected range?,,
014e6371a39143a6bc71ae1ccff6e8f23057462e.xlsx,16,path_0,"Can you show me the total income for each year and currency in the financial statement? The total income is calculated using the sum of individual income sources for each currency and year. The formula used is =SUM(B4:B12) for cell B13, and similarly for other cells in the range B13:E13.",Please add a 'Total Income' row in the financial statement that sums up the values from the 'Income' section for both the current and previous years in USD and local currency.,Calculate total income for both currencies for the current and previous years.,Add a 'Total Income' row and calculate total income for both years in USD and local currency.,Can you show me the total income for each year and currency in the financial statement?,Can you add a row to show the total income for each category based on the selected range?,,
014e6371a39143a6bc71ae1ccff6e8f23057462e.xlsx,16,path_1,Can you help me separate income and expenses in the financial statement? The income values (USD and Local Currency) are used to calculate expenses directly in the financial statement across range C15:E15.,Add a new row labeled 'Expenses' in the financial statement table and copy the 'USD' and 'Local Currency' headers from the 'Income' row to the new 'Expenses' row.,"Update row 15 labels to 'Expenses', 'USD', and 'Local Currency', and set the formula in cell C15 to '=C3'.","Add an 'Expenses' section to the financial statement, align it with the 'Income' section, and calculate the expenses values.",Can you help me organize the financial statement to clearly show income and expenses?,"Can you add a new section for expenses in the financial statement, and make sure the currency labels are copied correctly for the selected range?",,
014e6371a39143a6bc71ae1ccff6e8f23057462e.xlsx,16,path_2,"Can you show me the total expenses for each category in both USD and local currency for the current and previous years? The 'Total Expenses' row is added at the end of the table. The total expenses for each column (B to E) are calculated using the formula =SUM(B16:B22), =SUM(C16:C22), =SUM(D16:D22), and =SUM(E16:E22) respectively.",Add a 'Total Expenses' row at the bottom of the table that sums up the expenses from rows 16 to 22 for each column.,Add a 'Total Expenses' row.,Add a row to calculate and display the total expenses for each year and currency.,Can you show me the total expenses for each year and currency in the financial statement?,Can you add a row at the bottom of this section to show the total expenses for each column?,,
015ab15f985dc57d25c60dc417340cabe06c127e.xlsx,47,path_0,"Can you help me organize and link all blue cheeses to the main cheese list, so I can easily find and compare them? The blue cheese details (product code, name, region, pack size, pasteurization status, washed rind status, and description) are linked to the main cheese list using direct references. This ensures consistency and easy comparison of blue cheeses with other types of cheeses.","Can you please consolidate the cheese data from the 'Vegetarian Cheese', 'Smoked Cheese', and 'Blue Cheese' sheets into the respective 'Cows Milk Cheese', 'Sheep Milk Cheese', and 'Goats Milk Cheese' sheets, ensuring all relevant details are included?",Ensure data consistency and completeness across all sheets.,Organize cheese types under correct categories and update entries while removing duplicates.,Can you help me organize and verify all cheese products with their details in the correct categories?,Can you add the details of the selected blue cheese to the 'Cows Milk Cheese' sheet?,,
015ab15f985dc57d25c60dc417340cabe06c127e.xlsx,47,path_1,"Can you help me organize and verify all cheese products with their details, ensuring everything is accurate and categorized correctly? The cheese products are listed with their respective details such as product code, name, region, pack size, pasteurization status, washed rind status, and product description. The calculated artifacts include a formula template applied over a specific range.","Can you please organize the cheese data into separate sheets based on the type of milk used (cow, sheep, goat) and include additional sheets for vegetarian, smoked, and blue cheeses?",Add a 'Calculated Artifacts' sheet with a descriptor table.,"Organize the cheese data by milk type, ensuring all details are complete and consistent, and clean any data inconsistencies.",Can you help me organize and complete the list of cheese products by their milk type?,Can you add the new cheese entry for Beauvale to the Blue Cheese sheet and make sure it is linked to the Cows Milk Cheese sheet?,,
015ab15f985dc57d25c60dc417340cabe06c127e.xlsx,47,path_10,"Can you help me organize and complete the cheese details in the list? The cheese details (Product Code, Product Name, Region, Pack size, Pasturised Y/N, Washed Rind, Product Description) are referenced directly from the 'Cows Milk Cheese' sheet to other sheets using the formula template '=args_1' over the range A4:G4.","Can you organize the cheese data into separate sheets based on the type of milk used (cow, sheep, goat) and include additional sheets for vegetarian, smoked, and blue cheeses?","Complete product details in 'Smoked Cheese' and 'Blue Cheese' sheets, ensure product details consistency across sheets, and add calculated artifacts in 'Smoked Cheese' sheet.","Organize the cheese data by creating new sheets for Smoked Cheese and Blue Cheese, and categorize the cheese data accordingly.",Can you help me make sure all cheese details are complete and correctly listed in their categories?,Can you move the details of the 'Lancashire Smoked' cheese from the 'Cows Milk Cheese' sheet to the 'Smoked Cheese' sheet?,,
015ab15f985dc57d25c60dc417340cabe06c127e.xlsx,47,path_11,"Can you help me organize and complete the cheese list with all necessary details for each type? The cheese entries (ranging from different categories like Cows Milk Cheese, Sheep Milk Cheese, etc.) are organized with details like Product Code, Product Name, Region, Pack size, Pasturised Y/N, Washed Rind, and Product Description across ranges A5:G5. Specific cheese attributes are referenced directly using the formula template =args_1.","Can you organize the cheese data into separate sheets based on the type of milk used (cow, sheep, goat) and include additional sheets for vegetarian, smoked, and blue cheeses?","Complete the 'Smoked Cheese' and 'Blue Cheese' sheets with missing product details, and ensure consistent formatting and complete data across all sheets.","Organize cheese data by milk type, fill in missing details, and complete the 'Vegetarian Cheese,' 'Smoked Cheese,' and 'Blue Cheese' sheets.",Can you help me organize and categorize all the cheese data correctly?,Can you move the 'Cheddar Oakey Smokey' cheese details from the main list to the smoked cheese section?,,
015ab15f985dc57d25c60dc417340cabe06c127e.xlsx,47,path_12,"Can you help me organize and categorize all the cheese types, making sure all details are accurate and easy to understand? The cheese data is categorized into different sheets based on milk type (Cow, Sheep, Goat, Vegetarian, Smoked, Blue). Each sheet contains columns for Product Code, Product Name, Region, Pack size, Pasteurized (Y/N), Washed Rind (Y/N), and Product Description. Ensure all cheese descriptions are complete and accurate. Maintain consistent formatting and data structure across all sheets.","Please organize the cheese data into separate sheets based on the type of milk used (cow, sheep, goat) and include additional sheets for vegetarian, smoked, and blue cheeses.",Verify and update all product details across all sheets.,"Organize and categorize all cheese types with detailed descriptions, additional details, and ensure consistency in format and structure.",Can you help me organize and complete the cheese product list so all details are accurate and easy to find?,Can you move the Wensleydale Real Hawes Oak Smoked cheese to the smoked cheese section so that all smoked cheeses are grouped together?,,
015ab15f985dc57d25c60dc417340cabe06c127e.xlsx,47,path_13,"Can you help me make sure all the cheese information is complete and easy to read? The cheese details (Product Code, Product Name, Region, Pack size, Pasturised Y/N, Washed Rind, Product Description) are mapped using direct cell references across ranges A7:G7. Ensure all cheese information is accurately filled and consistent across all sheets.","Can you organize the cheese data into separate sheets based on the type of milk used (cow, sheep, goat) and include additional sheets for vegetarian, smoked, and blue cheeses?","Verify and correct product details, and add calculated artifacts.",Organize all cheese types into their respective categories and ensure uniform format and structure across all sheets.,Help me clean up the cheese product list and ensure all details are complete and consistent.,Can you move the details of the 'Lincoln Poacher Smoked' cheese from the 'Cows Milk Cheese' sheet to the 'Smoked Cheese' sheet?,,
015ab15f985dc57d25c60dc417340cabe06c127e.xlsx,47,path_14,Can you help me organize all the cheese types by their milk source and ensure all details are correctly displayed? The flow rates Q (ranging from 0.1Q_max to 1.5Q_max) are used to calculate system pressure drops using Q²R formulas for both upstream (R_up) and downstream (R_dn) components across ranges D14:D29 and F14:F29. Final pressures P1 and P2 are determined using P1 = C9 - Q²R_up + K38 and P2 = C10 + Q²*R_dn - K39 respectively.,"Combine the cheese data from all sheets into a single sheet, ensuring all columns and rows are accurately transferred.",Ensure all sheets are complete and consistently formatted.,Organize and categorize all cheese types under appropriate sheets and ensure consistency in data presentation across all sheets.,Can you add detailed descriptions for each blue cheese product?,Can you add this goat cheese entry to the blue cheese list?,,
015ab15f985dc57d25c60dc417340cabe06c127e.xlsx,47,path_2,"Can you help me organize and categorize all the cheese products accurately? The cheese details (Product Code, Name, etc.) are used to categorize cheese types across various sheets. Each sheet represents a different cheese category, and the details are referenced directly to ensure accurate categorization.","Can you please organize the cheese data into separate sheets based on the type of milk used (cow, sheep, goat) and include additional sheets for vegetarian, smoked, and blue cheeses?","Complete the 'Smoked Cheese' and 'Blue Cheese' sheets with missing product details, and ensure consistent formatting and complete data across all sheets.","Organize cheeses into sheets by milk type, include all details, and add any missing entries.",Can you help me organize and categorize all cheese products by their milk type and attributes for easy comparison?,Can you move the details of 'Ribblesdale Smoked Ewes Cheese' from the sheep milk cheese list to the smoked cheese list?,,
015ab15f985dc57d25c60dc417340cabe06c127e.xlsx,47,path_3,"Can you organize all the cheese products by type and include their details? The product names are listed in the Blue Cheese sheet over the range B2:B27, with direct references to the product names from other sheets.","Can you create a summary sheet that lists all the blue cheeses from the different sheets, along with their product names and weights?",Add and fill the 'Product Name' column in Sheet 6 with blue cheese names from other sheets.,"Organize cheeses by type and characteristics, ensure complete details, summarize blue cheeses, and link details to the summary sheet.",Can you help me organize all the blue cheeses into a separate list so I can easily see and compare them?,Can you update the product names in the selected range to match the final state and ensure they are consistent across all sheets?,,
015ab15f985dc57d25c60dc417340cabe06c127e.xlsx,47,path_4,Can you help me make sure all the cheese data is complete and properly organized? Add headers to Sheet 4 and Sheet 5. Fill in the missing headers and data for Sheet 6. Ensure consistent formatting across all sheets.,"Please consolidate the cheese data from all sheets into a single sheet, ensuring each cheese type (cow, sheep, goat, vegetarian, smoked, blue) is clearly labeled.",Ensure the 'Blue Cheese' sheet has all necessary columns filled and consistent with other sheets.,Organize cheeses into separate sheets by milk source and add a calculated column for regions.,Can you help me organize and categorize all the cheese products correctly and ensure all information is complete and consistent?,Can you make sure the regions for the selected cheeses are correctly displayed based on the selected range?,,
015ab15f985dc57d25c60dc417340cabe06c127e.xlsx,47,path_5,"Can you help me ensure all the cheese product information is accurate and up-to-date? The pack sizes (ranging from 1.5 Kilo to 800 Grams) are updated using direct cell references across ranges D3:D27. Specific values are referenced from cells D1, D2, and D28.","Can you please update the 'Blue Cheese' sheet to include the 'Pack size' information for each product, similar to the 'Cows Milk Cheese' sheet?","Add headers, complete data, and add calculated fields to Sheet 6.","Organize cheeses by milk source, ensure all details are present, and properly format the Vegetarian, Smoked, and Blue Cheese sheets.",Can you help me clean up and organize the cheese product data so it's easier to read and compare?,Can you check and update the pack size information for the selected cheeses to ensure it matches the final details?,,
015ab15f985dc57d25c60dc417340cabe06c127e.xlsx,47,path_6,Can you help me organize all cheese products by their milk type and highlight their specific attributes? The pasteurization status (Y/N) is checked for each cheese product in the range E2:E27. The status is directly referenced from the corresponding cell in the 'Cows Milk Cheese' sheet.,Please update the 'Blue Cheese' sheet to include the 'Pasturised Y/ N' column and fill in the values for each cheese.,Ensure all sheets are complete and consistently formatted.,"Organize cheese types, verify pasteurization status, and ensure all product details are complete and accurate.",Can you show me which blue cheeses are pasteurized and which are not?,Can you highlight which cheeses are pasteurized in this selection?,,
015ab15f985dc57d25c60dc417340cabe06c127e.xlsx,47,path_8,Can you add detailed descriptions for all blue cheeses and include a new cheese entry? The product descriptions for blue cheeses (ranging from G2 to G27) are directly referenced from the corresponding descriptions in other sheets. A new entry for 'Barkham Blue' is added with its description in G28.,Can you combine all the cheese descriptions from the 'Blue Cheese' sheet into a single cell in the 'Cows Milk Cheese' sheet?,Organize and categorize cheeses by milk type with complete details and consistent formatting.,"Organize cheeses into categories with detailed descriptions and attributes, ensuring consistency in format and structure across sheets.",Can you help me organize and categorize all cheese products by their milk type and ensure all details are complete and consistent?,"Can you add detailed descriptions for the selected cheeses in the 'Sheep Milk Cheese' and 'Cows Milk Cheese' sheets, and also include a new description for 'Barkham Blue' in the 'Blue Cheese' sheet?",,
015ab15f985dc57d25c60dc417340cabe06c127e.xlsx,47,path_9,Can you help me ensure all cheese types are listed with complete details and consistent formatting? Ensure all cheese types are listed with complete details and consistent formatting across all sheets.,"Can you organize the cheese data into separate sheets based on the type of milk used (cow, sheep, goat) and include additional sheets for vegetarian, smoked, and blue cheeses?",Ensure all sheets are complete and consistently formatted.,"Organize and categorize cheeses by milk type and characteristics, add detailed descriptions, include all relevant details, and remove any empty or irrelevant rows and columns.",Can you help me organize and complete the cheese product details in the workbook?,Can you move the row for 'Ribblesdale Owd Ewe Cheese' from the 'Goats Milk Cheese' sheet to the 'Smoked Cheese' sheet?,,
017b1e78e0cda7e0767c2521cfce8dcca41c5179.xlsx,22,path_0,Can you show me the total expenses for each employee and the overall total? The expense amounts (ranging from L6 to L17) are summed up using the formula =SUM(L6:L17) and the total is displayed in cell L19.,Please add a column to calculate the total expense amount for each entry and then sum up the total expenses at the bottom of the table.,Calculate and display the total expense amount in Sheet 1.,Organize expense details by adding an 'Expense Amount' column and summarize the total expenses.,Can you show me the total expenses for all the entries?,Can you show me the total amount of expenses for this column?,,
017b1e78e0cda7e0767c2521cfce8dcca41c5179.xlsx,22,path_1,Can you show me the total expenses for each employee? The total expenses are calculated by summing up the values from L6 to L11 and displaying the result in L12.,Please add a new column 'Expense Amount' in Sheet 2 and calculate the sum of the values in this column.,Calculate and display total expenses in Sheet 2.,Calculate the total expense amount.,Can you show me the total expenses for each person and the overall total?,Can you show the total expenses for this column based on the selected range?,,
0191b6f6bf28d1043d534df67a8dfb8a7533ee53.xlsx,12,path_0,"Can you help me highlight every other row in the data to make it easier to read? The shading rule is applied to the range G8:K50 using the condition MOD(ROW(),2)=0.","Apply conditional formatting to the data in columns G to K, so that every alternate row is shaded.",Shade alternate rows in the range G8:K50 using conditional formatting.,Make alternate rows in the data table shaded for better readability.,Can you help me highlight every other row in the data to make it easier to read?,Can you make every other row in the selected range stand out to make the data easier to read?,,
01a2a92a58de1e94a8f1b030a78fb2187f272fd6.xlsx,14,path_0,"Can you show me if each product's sales are meeting their targets? The sales values (ranging from 3000 to 20000) are compared against their respective targets (ranging from 1000 to 19000) using the formula =IF(Sales>Target,'Met','Not Met') across the range G2:G21 to determine if sales targets are met.",Add a 'Condition 1' column to the 'Data' sheet that indicates whether 'Sales' are greater than 'Target' using 'Met' or 'Not Met'.,Update 'Condition 1' in Sheet 1 to show if sales met the target.,Add a column to show if sales met the target and fill it with 'Met' or 'Not Met'.,Can you show me which products met their sales targets?,Can you add a column next to the sales column to show if the sales targets have been met for each product based on the selected range?,,
01a2a92a58de1e94a8f1b030a78fb2187f272fd6.xlsx,14,path_1,"Can you show me the commission earned for each product if their sales exceed the target? The formula used is =IF((Sales-Target)>0,(Sales-Target)*10%,0) applied over cells H2:H21.","Add a new column 'Condition 2' to the 'Data' sheet that calculates the commission based on the formula: if Sales is greater than Target, then (Sales - Target) * 10%, otherwise 0.",Calculate and update commission values based on sales and target data.,"Add a commission column, calculate commission from sales and target, and update conditions and outputs.",Can you show me the extra sales beyond the target and calculate a commission for each product?,Can you show me the extra commission we earn when sales are higher than targets for the selected range?,,
01a2a92a58de1e94a8f1b030a78fb2187f272fd6.xlsx,14,path_2,"Can you help me categorize the sales performance of each product as 'Excellent', 'Good', or 'Average' based on their sales values? The sales values in column F are used to determine the performance category in column I using the formula =IF(F2>15000,'Excellent',IF(F2>10000,'Good','Average')) applied over the range I2:I21.","Add a new column 'Condition 3' to the 'Data' sheet that categorizes sales performance as 'Excellent', 'Good', or 'Average' based on sales figures, and populate it accordingly.",Add and populate 'Condition 3' column based on sales values.,"Categorize sales performance and label it as 'Excellent', 'Good', or 'Average'.","Can you help me categorize the sales performance of each product as Excellent, Good, or Average?","Can you help me add a new column to categorize the sales figures in this range as 'Excellent', 'Good', or 'Average' based on their values?",,
