File,Size,Path,Technical_v1,Baseline_v2,CoT_v3,Action_v4,Intent_v5,Referenced_v6,Selected version,Comments
00d71c59d7c7861f3ecbc97bb226a56f7e2bbc91.xlsx,35,path_5,"Can you help me figure out the cost of buying extra holiday hours based on my salary and grade? The workbook calculates the cost of additional holiday based on the user's grade and salary. It uses lookup values for spinal points and salaries, and applies conditional formatting to highlight important fields. The total salary is calculated by summing the base salary and allowances. The cost per month and total cost for additional holiday are determined based on the selected grade and hours.","Can you update the 'Additional Holiday Calculator' sheet to include fields for 'Your grade', 'Your spinal point', 'Your base salary (FTE)', and 'Your total salary with allowances (FTE)', and add formulas to calculate the cost and total cost of additional holiday based on the user's input?","Enhance the 'Additional Holiday Calculator' sheet with new columns, rows, formulas, conditional formatting, and add messages and confirmation sections. The 'Lookups' sheet remains unchanged.","Make the holiday calculator user-friendly by adding input fields, calculating costs, and highlighting important information.",Help me create a clear and user-friendly form for employees to calculate and understand the cost of purchasing additional holiday hours.,"Can you help me set up a form that lets users input their grade and spinal point, then automatically calculates their base salary, total salary with allowances, and the cost of additional holiday hours? I also want to add some instructions and messages to guide the user, and highlight certain fields based on their input.",,
00d71c59d7c7861f3ecbc97bb226a56f7e2bbc91.xlsx,35,path_6,"Can you help me set up a tool where users can enter their grade and spinal point to see their base salary, total salary with allowances, and additional holiday hours? The formulas used include: `=VLOOKUP($C$4,payscales,2,FALSE)` to find the base salary, `=$C$5+$F$3` to calculate the total salary with allowances, `=IF(OR($C$3='Level 1a',$C$3='Level 1b',$C$3='Level 2a',$C$3='Level 2b'),$C$6/36,$C$6/35)` to determine the holiday hours, `=IF(OR($C$3='Please select',$C$4='Please select'),'Enter your grade and spinal point to start.',IF($C$6=0,'Enter your current weekly contracted hours.',IF($C7=0,'Enter the number of Additional Holiday hours you want to purchase, between '&$C$19&' and '&$F$19&' hours.','No messages to display.')))` for user guidance, `=IF($B$10='No messages to display.','You have requested to purchase '&CONCATENATE($C$20,' hours and ',$","Can you update the 'Additional Holiday Calculator' sheet to include fields for 'Your grade', 'Your spinal point', 'Your base salary (FTE)', and 'Your total salary with allowances (FTE)', and add relevant formulas and conditional formatting to calculate and display additional holiday information based on user inputs?","Enhance the 'Additional Holiday Calculator' sheet with new columns, rows, formulas, conditional formatting, and instructional text. The 'Lookups' sheet remains unchanged.","Make the 'Additional Holiday Calculator' worksheet more informative and user-friendly by adding user details, instructions, calculations, and conditional formatting.",Can you help me make it easier for users to calculate their additional holiday and understand their pension contributions?,"Can you help me set up a user-friendly calculator for additional holiday entitlements? I want it to guide users through entering their grade and spinal point, show their base and total salary, and calculate their holiday hours and days. Also, highlight any missing information or errors based on the selected range.",,
00d71c59d7c7861f3ecbc97bb226a56f7e2bbc91.xlsx,35,path_7,"Can you help me set up a way to calculate and show additional holiday entitlements based on user details and grade levels? The base salary is determined using a lookup table based on the spinal point. The total salary is calculated by adding allowances to the base salary. Weekly hours are determined based on the grade level, with specific conditions for different levels. Pension contributions are based on the full pensionable salary.","Can you update the 'Additional Holiday Calculator' sheet to include fields for 'Your grade', 'Your spinal point', 'Your base salary (FTE)', and 'Your total salary with allowances (FTE)', and ensure these fields are populated using data from the 'Lookups' sheet?","Update the workbook to include user details and salary calculations in Sheet 1, add a note about pension contributions, and update FTE weekly hours in Sheet 2 based on grade levels.","Make the Additional Holiday Calculator user-friendly by adding input fields, salary details, pension note, weekly hours, and necessary formulas.","Help me set up a sheet to calculate employee salaries and allowances based on their grade and spinal point, and show their pension contributions.","Can you help me make this sheet easier to use by adding labels and values to the selected cells, and making sure the calculations work correctly?",,
00d71c59d7c7861f3ecbc97bb226a56f7e2bbc91.xlsx,35,path_8,"Can you help me calculate and display the base and total salary with allowances based on the user's grade and spinal point, and show relevant pension information? The base salary is fetched using a lookup based on the spinal point in cell C4. The total salary with allowances is calculated by summing the base salary in cell C5 and the allowances in cell F3. The FTE daily hours are determined using a conditional formula based on the grade in cell C3, with specific values for different levels. The pension information is displayed as a note in cell F18.","Add columns for grade, spinal point, base salary, and total salary with allowances to the 'Additional Holiday Calculator' sheet, and include formulas to calculate the base salary and total salary based on the spinal point selected.","Update the 'Additional Holiday Calculator' sheet with new columns, headers, values, formulas, and a pension note, and add a formula in the 'Lookups' sheet for FTE daily hours calculation.","Make the Additional Holiday Calculator more user-friendly by adding input fields, calculating salaries, and including pension contribution details.","Help me set up a way to easily calculate and display employee salaries, allowances, and pension contributions.",Can you help me make the 'Additional Holiday Calculator' sheet easier to use by adding labels and calculations based on the selected range?,,
00eda97c382ab6ce86296aaf965d907f2110574d.xlsx,23,path_0,"Can you help me create a professional invoice with company details, itemized amounts, and a total calculation? The item amounts are calculated using the formula =E18*F18+(E18*F18*G18) across cells H18:H23. The total amount is calculated using =SUM(H18:H23) in cell F27.","Can you update the invoice template to include company details at the top, add invoice number, date, and due date fields, and calculate the total amount for each item and the overall total?","Create a detailed invoice with a header, items table with calculated amounts and a total, and notes at the bottom.","Update the invoice template to include company details, invoice information, and calculate item totals and the overall total.","Help me create a detailed invoice with company info, item amounts, and a total due.","Can you help me turn this into a professional invoice with my company details at the top, itemized amounts for each product, and a total sum at the bottom based on the selected range?",,
0103e2d78122162bf372909aa0fe67a1e4bba810.xlsx,27,path_0,Can you help me add more details and calculations to the form to make it more comprehensive? The flow rates Q (ranging from 0.1Q_max to 1.5Q_max) are used to calculate system pressure drops using Q²R formulas for both upstream (R_up) and downstream (R_dn) components across ranges D14:D29 and F14:F29. Final pressures P1 and P2 are determined using P1 = C9 - Q²R_up + K38 and P2 = C10 + Q²*R_dn - K39 respectively.,"Add a new column 'D' to the 'APPENDIX 1' sheet, including additional details such as 'FIN/NRIC NO.', 'Provide values for each of the relevant year(s) on calendar year basis', 'Year of Cessation', and specific date formats for 'From' and 'To' periods. Also, calculate the number of days the premises were occupied and the value of furniture and fittings based on the furnishing status.","Add and populate column D with values, headers, notes, and formulas.","Add a new column D with headers and values, and include formulas for date and furniture value calculations.",Can you help me add more details and calculations to the form to make it more comprehensive?,"Can you help me add a new column to this sheet to include extra details like identification numbers and year-specific values, and also calculate the number of days occupied and the value of furniture and fittings based on the selected range?",,
0103e2d78122162bf372909aa0fe67a1e4bba810.xlsx,27,path_1,"Can you help me add a new column with specific values and calculations to the existing data? The new column includes headers and notes such as 'Provide values for each of the relevant year(s) on calendar year basis' and 'Year Prior to Year of Cessation.' Formulas are used to calculate the number of days between two dates and to apply conditional calculations based on other cell values. Example formulas include `=IFERROR(E13-E12+1,'-')` and `=IF('APPENDIX 1'!E18=Formula!A2,E17*0.4,E17*0.5)`.","Please add a new column to the 'APPENDIX 1' sheet to include additional information and calculations for each place of residence, such as the number of days the premises were occupied and the value of furniture and fittings. Ensure the new column includes formulas to automatically calculate these values based on the provided data.","Add new columns with specific text and formulas, and ensure proper formatting.","Add new columns with headers, populate them with values, and insert formulas for automation.",Can you help me add more details and calculations to the form to make it more comprehensive?,"Can you help me add a new column to this sheet that includes instructions, dates, and calculations to make it easier to fill out?",,
0103e2d78122162bf372909aa0fe67a1e4bba810.xlsx,27,path_2,"=MAX((args_1+args_2+args_3+args_4),0) for cells D56 and E56.'","Please update the 'APPENDIX 1' sheet to include additional columns for calculations, populate the new columns with the appropriate formulas, and ensure all relevant values are calculated and displayed correctly.","Expand the worksheet by adding columns D and E, and include formulas and placeholders for calculated values.","Add columns D and E, insert formulas, populate cells with calculated values, and display total taxable values and benefits-in-kind.",Can you help me add columns to show calculated financial values based on existing data and conditions?,Can you help me add two new columns to this sheet and fill them with specific values and calculations based on the selected range?,,
011d5c8eacd7881835a9a8742275cc2f83c57150.xlsx,45,path_0,"Can you help me figure out the annual cost for different types of disability accommodations based on various factors like building type, design category, and location? The building type and number of residents are used to determine the base price using conditional lookups in the base price tables for new builds and legacy stock. Additional factors like design category, occupancy status, and location are applied to calculate the final price.","Please create a user-friendly SDA Price Calculator by adding dropdown menus for 'Building Type', 'Design Category', 'Location', and 'Fire Sprinklers' in the 'Results' sheet. Ensure that the 'Base Price' and 'Base Price + breakout room' are calculated based on the selected options.","Calculate base price and additional costs, determine location factor, and compute final SDA price and expected annual income.","Calculate and display the SDA price per participant per year based on selected building type, number of residents, design category, and location.","Help me calculate the cost for different disability accommodations based on building type, design, and location.",Can you help me calculate the base price and expected annual income for a specific building type and number of residents based on the selected design category and location?,,
011d5c8eacd7881835a9a8742275cc2f83c57150.xlsx,45,path_1,"Can you help me calculate the cost of providing specialist disability accommodation based on building type, design category, and location? The base price is determined using conditional lookups based on building type and number of residents. The final SDA price is calculated by applying location factors and additional costs for features like breakout room and OOA. Expected annual income is then calculated based on the final SDA price.","Can you update the 'Results' sheet to include calculated values for 'Building Type', 'Number of residents at full occupancy', 'Design Category', 'Base Price', 'Base Price + breakout room (if applicable)', and 'Location' based on the data from the 'Base Prices' and 'Location Factors' sheets?","Update the 'Results' sheet to include specific building type, number of residents, design category, and location, and ensure it has calculated values for base price and base price with breakout room.","Select building type, residents, design category, breakout room, OOA, location, and fire sprinklers. Calculate base price, SDA price, and expected income. Enter RRC and occupancy rate.",Help me calculate the annual cost for different types of disability accommodations based on various factors.,"Can you help me add details about the building type, number of residents, design category, base price, location, and fire sprinklers for the selected range to understand the pricing structure better?",,
011d5c8eacd7881835a9a8742275cc2f83c57150.xlsx,45,path_2,Can you show me how much it costs per year for different types of disability accommodations? The base prices are determined using conditional lookups based on building type and number of residents. The final price per participant per year is calculated by applying design category and location factors.,"Please update the 'Results' sheet to include dropdowns for 'Building Type', 'Design Category', 'Location', and 'Fire Sprinklers', and ensure the 'Base Price' and 'Base Price + breakout room' are calculated based on these selections.",Update fields to match the final state.,"Calculate the SDA price based on building type, number of residents, design category, OOA, location, and fire sprinklers.","Help me set up a price calculator for Specialist Disability Accommodation with dropdowns for building type, design category, location, and fire sprinklers, and calculate prices and expected income.","Can you help me calculate the SDA price based on the building type, number of residents, design category, and location for the selected range?",,
011d5c8eacd7881835a9a8742275cc2f83c57150.xlsx,45,path_3,"Can you help me figure out the yearly cost for various disability accommodations based on different factors? The formulas use various arguments to look up values and calculate costs. Example: '=IFERROR(IF(OR(args_1=1, args_2=2), VLOOKUP(args_3, args_4, 3, 0), VLOOKUP(args_5, args_6, 3, 0)), 100)'. Arguments map to variables like building type, number of residents, design category, and location. Dependencies include base prices, location factors, and additional costs for breakout rooms. Ranges like 'Base Prices'!C23:E33 and 'Location Factors'!C6:M93 are used for lookups.","Please update the 'Results' sheet to include dropdowns for 'Building Type', 'Design Category', 'With or without On-site Overnight Assistance (OOA)', and 'Location'. Also, add calculated fields for 'Base Price', 'Base Price + breakout room (if applicable)', and 'SDA Price ($ 2020/21)' based on the selections made in the dropdowns.","Add new rows for building type, residents, design category, OOA, base price, location, fire sprinklers, SDA price, RRC, and occupancy rate, and add formulas for calculations.","Make the SDA Price Calculator user-friendly and accurate by filling all fields, selecting building type, design category, and location, and calculating the final price correctly.","Can you help me add details about the building type, number of residents, design category, OOA, and location to the existing data?","Can you help me figure out the yearly cost for a specific type of disability accommodation based on the building type, number of residents, design category, location, and other factors?",,
011d5c8eacd7881835a9a8742275cc2f83c57150.xlsx,45,path_4,Can you help me calculate the annual price for a specific type of disability accommodation based on various factors? The building type and number of residents are identified using a lookup formula. The design category and occupancy status are selected from predefined options. The base price is calculated using a lookup formula based on the building type and number of residents. The location and fire sprinkler status are selected from predefined options. The final price is calculated using a combination of lookup formulas and conditional statements.,"Please create a user-friendly SDA Price Calculator by adding dropdown menus for 'Building Type', 'Design Category', 'Location', and 'Fire Sprinklers' in the 'Results' sheet. Ensure that the 'Base Price' and 'Base Price + breakout room' are calculated based on the selected options and displayed accordingly.","Update the 'Building Type', 'Number of residents at full occupancy', 'Design Category', and 'Location' fields. Ensure all calculated fields and additional settings fields are updated correctly. Update the 'Last updated on' field.",Make the SDA Price Calculator more user-friendly by adding dropdowns for inputs and calculated values for prices and occupancy.,"Can you update the SDA Price Calculator to show prices for an apartment with one resident, improved liveability, in a median capital city?","Can you help me update the selected cells to show the correct building type, number of residents, design category, and location, and ensure the calculated values for base price and other related fields are accurate based on these selections?",,
