File,Size,Path,Technical_v1,Baseline_v2,CoT_v3,Action_v4,Intent_v5,Referenced_v6,Selected version,Comments
002ed20c6c180d77bbe017a2256f75c3de8ee6dc.xlsx,15,path_9,"Can you show me the amount of bleach needed in liters for each concentration? The formula used is `=args_1*3.785` applied over the range C63:I63, where `args_1` refers to the values in the last row of the table.",Please add a row at the bottom of the table to convert the PPM values in row 51 to liters using the formula =PPM*3.785.,Add a new row to calculate the volume in liters for each concentration value.,Calculate the amount of bleach in liters for different concentrations and display it in the table.,Can you show me the amount of bleach needed in liters for each concentration?,Can you help me convert the bleach amounts in this range to liters and show the results in a new row at the bottom?,,
0049ff9f0529df44ddcecbd4cdfb1528b385802c.xlsx,25,path_0,Can you show me the price of each item and the total cost? The prices are added in column G for each item using a lookup formula. The total cost is calculated at the bottom of the column.,"Can you add a 'Price ea' column to the table and populate it with the prices for each part number, then calculate the total price at the bottom?",Add a 'Price ea' column and calculate the total price.,Add prices for each item and calculate the total price at the bottom.,Can you show me the price for each item and the total cost?,Can you add a column for prices to this list of part numbers and show the total cost at the bottom based on the selected range?,,
0053a4c24a066dc1fb7611c9d464fc2d5ce58854.xlsx,20,path_0,Can you show the total funding for public institutions by adding a new column that combines the values from the two public institution columns? The new column 'Total - Publics' in Sheet 1 is calculated as the sum of columns B and C for rows 3 to 6 using the formula template '=sum(args_1)'.,"Please combine the 'Public 4 Year' and 'Public 2 Year (VCCS & RBC)' columns in the 'Insight - Table 1' sheet to create a new 'Total - Publics' column, and update the totals accordingly.",Add a 'Total - Publics' column in Sheet 1 and calculate the sum of 'Public 4 Year' and 'Public 2 Year (VCCS & RBC)' for each fund source.,Add a 'Total - Publics' column to sum public institution funding and ensure consistent headers and notes across columns.,Can you show the total funding for public institutions combined in one column to compare with private non-profits?,Can you add a new column to show the combined total funding for public institutions based on the selected range?,,
0053a4c24a066dc1fb7611c9d464fc2d5ce58854.xlsx,20,path_1,Can you show me the combined totals for Institutional Use and Student Aid for Public 2 Year and Public 4 Year? The combined totals for Institutional Use and Student Aid are calculated using the sum of values from Public 2 Year and Public 4 Year sectors across ranges B8:C8 and B9:C9 respectively.,Please add a new column to the 'Insight - Table 1' sheet that sums the values of 'Institutional Use (Total - Student Aid)' and 'Student Aid' for each sector.,Add a new column D and compute sums for Institutional Use and Student Aid in Sheet 1. No changes needed for Sheet 2.,Calculate the total institutional use and student aid for Public 4 Year and Public 2 Year sectors.,Can you show me the total amounts for Institutional Use and Student Aid across different sectors?,Can you add up the values in these columns for the selected range and show the totals in the next column?,,
0053a4c24a066dc1fb7611c9d464fc2d5ce58854.xlsx,20,path_2,Can you help me make sure the 'E&G General Fund' column in Sheet 2 has a clear header and shows the total at the bottom? The column header in Sheet 2 should be updated to 'E&G General Fund'. A new row should be added at the bottom of Sheet 2 to calculate the total for the 'E&G General Fund' column using the formula =sum(B3:B23).,Can you update the 'General Fund E&G' sheet to include a new column header 'E&G General Fund' in cell B2 and ensure the sum of the values in this column is calculated and displayed in cell B24?,Update header and calculate sum for column B in Sheet 2.,Add 'E&G General Fund' column header and calculate its total in the second sheet.,Can you help me make the data in the second sheet clearer by adding missing information and summarizing the totals?,Please update the column header to 'E&G General Fund' and show the total for the selected range in the last cell of that column.,,
0053a4c24a066dc1fb7611c9d464fc2d5ce58854.xlsx,20,path_3,Can you show me the total funding for public 2-year institutions? Add a new row labeled 'Total Public 2 Years' in Sheet 2. Calculate the sum of values in columns D and E for the new row based on the values in rows 20 and 21. Formula: =sum(D20:D21) and =sum(E20:E21),"Please add a row to the 'General Fund E&G' sheet that sums the values in the 'Financial Aid General Fund' column for the 'Virginia Community College System' and 'Richard Bland College' rows, and label this new row as 'Total Public 2 Years'.",Add and calculate 'Total Public 2 Years' in Sheet 2.,Summarize the funding data by calculating the total for Public 2 Year institutions and ensure all other data remains unchanged.,Can you show the total funding for public 2-year institutions?,Can you add up the values for the selected range and show the total for public 2-year institutions in a new row?,,
0067c24248015911bdaaaa3e3f5cf19da3454295.xlsx,25,path_0,Can you help me highlight the cell if it says 'NOT APPLICABLE'? Apply conditional formatting to cell E47 to highlight it when the value is 'NOT APPLICABLE'.,"Can you update the 'INVOICE Quality Checklist' sheet to include conditional formatting in cell E47, so that it highlights the cell if the value is 'NOT APPLICABLE'?",Highlight specific cell values using conditional formatting.,"Make the invoice quality checklist clearer, verify and format required fields, and add conditional formatting to highlight specific cells.",Can you help me highlight when certain details are not applicable?,Can you make the cell in this column stand out if it says 'NOT APPLICABLE'?,,
0067c24248015911bdaaaa3e3f5cf19da3454295.xlsx,25,path_1,"Can you make it so that if cell E47 says 'NO', it stands out? Conditional formatting applied to cell E47 to highlight it if the value is 'NO'.",Can you add conditional formatting to cell E47 to highlight it if the value is 'NO'?,Highlight cell E47 if the value is 'NO'.,Highlight cell E47 if it contains 'NO'.,"Can you make it so that if cell E47 says 'NO', it stands out?",Can you make the cell in this column stand out if it says 'NO'?,,
0067c24248015911bdaaaa3e3f5cf19da3454295.xlsx,25,path_2,'Can you highlight the cell if the value is 'YES'?' Conditional formatting applied to cell E47 to highlight it if the value is 'YES'.,Can you format the cell E47 to highlight 'YES' with conditional formatting?,Highlight cell E47 if the value is 'YES'.,"Make the invoice quality checklist user-friendly by highlighting important cells, ensuring clarity of necessary information, making instructions and disclaimers accessible, and verifying completeness and accuracy.",Can you highlight the weight information if it's confirmed?,"Can you make it so that if the weight information in this cell is 'YES', it stands out?",,
007535690bce1fecec86dfb1b92678856355266a.xlsx,22,path_0,"Can you help me add more details to the order sheet to make it easier to track and manage vehicle orders? The total number of vehicles is calculated using a conditional sum formula applied over the range D8:D12. The formula checks if the sum is zero, displays an empty string, if the sum is one, displays '1 Vehicle', otherwise displays the total number of vehicles.","Please update the order sheet to include columns for 'Delivery ARO', 'Quantity', 'Add Option', 'Total Cost for All Vehicles', 'LPAA Approval No', 'Agency Name', 'Shopping Cart', and 'Vendor No.' while ensuring all relevant data is filled in these columns.",Add necessary columns and ensure all costs are calculated and displayed correctly.,"Make the order sheet more organized by adding columns for delivery, quantity, options, and including total cost and additional agency/vendor information.",Help me fill in all the missing details to complete the vehicle order sheet.,"Can you add new columns for delivery time, quantity, additional options, agency approval, agency name, shopping cart, and vendor number, and fill in the respective values for the selected range? Also, calculate the total number of vehicles based on the selected range.",,
0087aec85f563cdc45215f6534dc373ff094ba80.xlsx,19,path_0,Can you show me how the import percentages of natural gas from Myanmar and LNG have changed over the years? The data from columns B5:B19 and C5:C19 in the Main sheet is used to create a stacked percentage bar chart.,"Create a bar chart in the 'Graph' sheet using the data from columns B and C (years 2007 to 2021) in the 'Main' sheet, with the chart type set to a 100% stacked column.",Generate a percent stacked bar chart using data from the 'Main' sheet.,Visualize the import trends of Natural Gas and LNG using a percent-stacked bar chart.,Can you show me how the import of natural gas from Myanmar and LNG has changed over the years?,Can you show me a visual comparison of the import percentages of Natural Gas and LNG over the years using the selected data range?,,
0094e99e042fc6598c9e3364dee85f28ea1f0f20.xlsx,19,path_0,"Can you help me add clickable links to the items in the list using the URLs provided? The formula pattern is `=HYPERLINK(args_1)` and it should be applied over the range K2:K60, for example, `=HYPERLINK(L10)`.",Add a new column 'URL' in the table and populate it with hyperlinks using the values from the 'L' column.,Add a 'URL' column with hyperlinks.,Make the URLs in the table clickable.,Can you add clickable links to the items using the URLs provided?,Can you make the URLs in this column clickable so I can easily access the links?,,
00a98058de31cd0447c97ad4d55c0c4f7441d2c4.xlsx,16,path_0,Can you help me highlight the values in the cogdx column so I can see the differences more clearly? Apply color scale formatting to the range I2:I49 to visually differentiate the values.,Apply a color scale conditional formatting to the 'cogdx' column in the table.,Apply color scale formatting to I2:I49.,Highlight cognitive diagnosis values with color formatting to identify patterns.,Can you highlight the values in the cogdx column to show differences?,Can you highlight the values in this column with colors to show the differences more clearly?,,
00c619ede5250bd2c2dcc6ddaeb167c66429ee3e.xlsx,19,path_0,"Can you help me check for and highlight any duplicate values in the specified ranges? The ranges Q77:Q78 and Q86:Q93 need to be checked for duplicate values, and any duplicates should be highlighted.","Please remove the duplicate columns and rows from the table, ensuring that each unique passport receipt number is listed only once.",Remove duplicates and highlight duplicates in the specified range.,Organize the passport collection notice and highlight important details.,Can you help me clean up the passport list and highlight any repeated numbers?,Can you highlight any duplicate values in the selected range of cells so I can easily spot them?,,
00e6602d0d1be8352762f93d9575d22d430f2eed.xlsx,13,path_0,Can you help me highlight the numbers in the table to make patterns stand out? Apply color formatting to the range B3:K12 using a color scale.,Apply a color scale conditional formatting to the range B3:K12 in the table.,Apply color scale formatting to the range B3:K12.,Highlight data patterns with color formatting.,Can you help me highlight the differences in the numbers from B3 to K12 to see patterns more clearly?,Can you help me highlight the differences in the numbers for this range so that it's easier to see the variations?,,
00f7bcca8627bea7291018054e0dab81be4040ff.xlsx,14,path_0,Can you show me the difference between the original check amount and the amount that should be received for each employee? The 'RETURN' column (G2:G17) calculates the difference between the 'ORIGINAL CHECK' (Column E) and 'SHOULD RECEIVE' (Column F) amounts using the formula =E2-F2 for each employee.,Add a 'RETURN' column to the worksheet and calculate the return amount for each row by subtracting the 'Should Receive' amount from the 'Original Check' amount.,Add a 'RETURN' column to calculate the difference between 'ORIGINAL CHECK' and 'SHOULD RECEIVE'.,Add a 'RETURN' column and calculate the return amount for each row.,Can you show the difference between the original check amount and the amount that should be received for each entry?,"Can you add a new column next to the 'Should Receive' column to track return amounts, fill it with zeros for the selected range, and make sure all related instructions and calculations are updated?",,
010a51260a5bed310b5af5d03d1092e61fb76627.xlsx,38,path_0,Can you help me clean up this list to easily spot duplicates and ensure all information is accurate and consistent? The CIN column (E8:E28) has been checked for duplicate values. Formatting has been standardized across all rows and columns. Dates have been verified to be in the correct format. All entries have been reviewed for completeness and accuracy.,Can you clean up the table by removing the duplicate values in the 'CIN' column?,Remove rows 45 to 265 and highlight duplicates in range E8:E28.,Highlight duplicate CIN values in the list of defaulters.,"Can you help me ensure the defaulters list is accurate, up-to-date, and highlight any duplicate entries?",Can you highlight any repeated company identifiers in this column?,,
010a51260a5bed310b5af5d03d1092e61fb76627.xlsx,38,path_1,"Can you help me clean up this list by removing duplicates, ensuring dates are correct, and highlighting any duplicates? The list contains entries with dates and other details. We need to remove any duplicate entries, ensure all dates are in the correct format, and highlight any remaining duplicates.",Can you clean up the table by removing all the rows where the 'Enrollment No.' column is empty?,Generate a consolidated defaulters and discrepancies list and highlight duplicates in column B.,"Clean up and organize the data, and highlight duplicate values.",Can you help me find and highlight duplicate entries in the Enrollment No. column and make sure the data is accurate and consistently formatted?,Can you highlight any repeated entries in this column?,,
0135e4da768f0de0eb431cfbabcd5faaf78c383e.xlsx,46,path_0,"Can you help me ensure all the tools and equipment are correctly listed with their names and numbers, and highlight any duplicates? The worksheet lists various tools and equipment with their respective names and numbers. The goal is to ensure the accuracy of these listings and to highlight any duplicate values for better management.","Please consolidate the list of tools in the Raw Table by removing any duplicate entries, ensuring each tool appears only once in the Final Table.",Highlight duplicates in cell A718.,"Ensure the tool list is complete and accurate, and highlight duplicate entries.",Can you help me find and remove any duplicate items in the list?,Can you highlight any duplicate values in this column?,,
0135e4da768f0de0eb431cfbabcd5faaf78c383e.xlsx,46,path_1,"Can you help me ensure all the tools and equipment are correctly listed with their names and numbers, and highlight any duplicates? The worksheet lists various tools and equipment with their respective names and numbers. The goal is to ensure the accuracy of these listings and to highlight any duplicate values for better management.","Please consolidate the list of tools in the Raw Table by removing any duplicate entries, ensuring each tool appears only once in the Final Table.",Highlight duplicates in cell A718.,"Ensure the tool list is complete and accurate, and highlight duplicate entries.",Can you help me find and remove any duplicate items in the list?,Can you highlight any duplicate values in this column?,,
014ec61186686276b15a6092210d1a534acf4ad0.xlsx,11,path_0,Can you show me the number of recruits for each job position and the total number of recruits? The number of recruits for each job position is added in a new column. The total number of recruits is calculated using the formula `=SUM(D5:D14)` and displayed at the bottom.,"Please add a new column '招聘人数' (Recruitment Number) to the table and fill it with the corresponding values from column D. Also, ensure that the total recruitment number is calculated and displayed at the bottom of the new column.","Add a '招聘' column with values, calculate its sum, and ensure consistent table formatting and structure.","Add a column for job positions, fill in the numbers, and calculate the total positions.",Can you add the number of recruits for each job position and show the total recruits at the bottom?,Can you update the table to show the number of positions for each job in this column and add a total at the bottom?,,
0166c62e05b3b158b10456dce7f54a48547c047d.xlsx,21,path_0,"Can you help me clean up the first sheet so it only shows the necessary information and calculations? The frequency counts are calculated using the formula =IF(COUNTA(E4:E13)=0,'',COUNTA(E4:E13)) applied over the range E4:E13. This ensures that only non-empty cells are counted.","Please clean up the 'Pareto Chart' sheet by removing all unnecessary text and empty cells, ensuring only the relevant data and headers remain.",BS. Remove all the content from column BT in Sheet,"Clean up the Pareto Chart sheet by removing unnecessary content, aligning data columns, and ensuring the guide, notes, and 'Continuous Improvement Toolkit' text are consistent.",Can you clean up Sheet 1 to only show the necessary data and headers?,"Can you add the labels 'Continuous Improvement Toolkit . www.citoolkit.com' and 'Frequencies' to the specified cells, and also count the number of filled cells in the selected range?",,
0166c62e05b3b158b10456dce7f54a48547c047d.xlsx,21,path_1,Can you show me the total weekly frequencies for each category and their cumulative frequencies? The total weekly frequencies are calculated using the sum of values across the week for each category in the range F4:L4. The cumulative frequencies are then updated accordingly.,"Can you update the 'Pareto Chart' sheet to include a 'Total' column that sums the frequencies for each category across the week, and ensure the 'Total' and 'Cumulative Frequencies' columns are correctly calculated?",Add and populate necessary columns for Pareto chart in Sheet 1.,Add total and cumulative frequency columns to the weekly data table and ensure accurate calculations.,Can you help me see the total and running total of frequencies for each category over the week?,Can you show the total weekly frequency for each category based on the selected range?,,
0166c62e05b3b158b10456dce7f54a48547c047d.xlsx,21,path_2,Can you show me the total frequency for each day in the 'Pareto Chart' sheet? The total frequencies for each day are calculated using the formula `=SUM(F4:F13)` for the range F14:L14.,Add a row to the 'Pareto Chart' sheet that calculates the total for each day of the week.,"Add a 'Total' row and sum frequencies for each day in Sheet 1, while keeping the existing structure and data intact.",Add a row to calculate the total frequencies for each day of the week.,Can you show me the total frequencies for each day in the 'Pareto Chart' sheet?,Can you add a row that shows the total frequencies for each day of the week based on the selected range?,,
0166c62e05b3b158b10456dce7f54a48547c047d.xlsx,21,path_3,"Can you help me find the most significant values in my data and show them clearly? The 10th largest value from the data range C3:C12 is calculated using the formula =LARGE($C$3:$C$12,10) and displayed in cell D12.",Can you help me update the '_data' sheet by adding a formula in cell D12 to calculate the 10th largest value from the range C3:C12?,Populate Sheet 2 and calculate the value in cell D12.,Ensure the second sheet has all the necessary data and calculations.,Can you help me add a new calculated value in the second sheet to summarize the data?,Can you clear the values in this range and then show me the 10th largest value from it?,,
0166c62e05b3b158b10456dce7f54a48547c047d.xlsx,21,path_4,Can you make sure the second sheet shows a value that is 0.06 more than a specific number from the first sheet? The value in cell C8 of the second sheet is calculated by adding 0.06 to the value in cell M9 of the first sheet.,"Can you update the '_data' sheet to include a calculated value in cell C8, which is the sum of the value in cell M9 from the 'Pareto Chart' sheet and 0.06?",Add a formula in Sheet 2 to calculate a value based on a cell in Sheet 1.,Add a calculated value in the second sheet.,Can you help me make the second sheet show a value that's based on a number from the first sheet?,Can you add 0.06 to the value in the selected cell and show the result in the other sheet?,,
0180567f08ffa598b33450338a16b2273620b67f.xlsx,12,path_0,"Can you help me organize and format the business expenses data, calculate totals and averages, and create a visual representation of the expenses? The formula pattern identified is adding 1 to the previous value in column L, ranging from L4 to L22. For example, in cell L10, the formula is '=L9+1'.","Please update the 'Excel Assessment Test Steps' column in Sheet1 to include step numbers, starting from 1.0 and incrementing by 1.0 for each subsequent step.","Format the table, calculate costs, manage file settings, and create a column chart for expenses.","Complete all formatting, calculations, and verification steps to ensure the workbook is ready and accurate.","Help me organize and format the business expenses data, calculate totals and averages, and create a visual summary of the expenses.","Can you help me organize and format this business expenses data to make it clear and visually appealing, and ensure all steps are documented and followed based on the selected range?",,
01a42f3db86c6a45a0543b1d025799056d86eaf8.xlsx,26,path_0,"Can you help me calculate the levy for each unit based on its value and show it in a new column? The levy amounts are calculated using the formula =MIN(40,MAX(0,0.02*(B4-500))) for each unit value in the range B4:B10. The results are displayed in the new column C4:C10.","Calculate the levy for each unit number in column C using the formula =MIN(40,MAX(0,0.02*(B-500))) based on the values in column B.",Compute values in column C using the provided formula for rows 4 to 10.,"Add a column for levy amounts, calculate them using the formula, and copy it to all rows.",Can you help me add a column that calculates new values based on the existing numbers?,Can you add a new column next to the selected range and calculate values for each row based on the formula provided?,,
